,Tweet,Date,Label
2844,the king roger federer good he even surprised,The King Roger Federer is so good he's even surprised himself here👌🏼,0
2845,rt roger federers excited form,RT @BBCSport: Roger Federer's excited about his form 🙌,1
2846,metrosport roger federer admits concern rafael nadal clash edge closer coizubvpp,Metro_Sport: Roger Federer admits to #USOpen concerns as Rafael Nadal clash edges closer https://t.co/iz7ubv8p4p,1
2847,roger federer admits concern rafael nadal clash edge closer cosxggekifby,Roger Federer admits to #USOpen concerns as Rafael Nadal clash edges closer https://t.co/sxgGEKIFbY,1
2848,rt when roger arrived practice yesterday coggsiauzcpj,RT @Scarlett_Li: When Roger arrived for practice yesterday...😊😶😄😃#usopen #Federer https://t.co/ggSIAuZcpj,1
2849,federer shapovalov final going lit,Federer vs. Shapovalov final is going to be so lit. #USOpen,1
2850,shapo backhand like federer backhand power fed eventually,Shapo backhand is like a Federer backhand but with more power then Fed....eventually. #UsOpen @espn,1
2851,rt federer spent hrsm court posted back back set win tiafoe youzhny,RT @usopen: Federer has spent 5hrs45m on court &amp; posted back-to-back 5-set wins over Tiafoe &amp; Youzhny.,0
2852,rt roger smiled greeted fan heading practice court yesterday codycqgeck,RT @Scarlett_Li: Roger smiled &amp; greeted fans before heading in practice court yesterday. 😘🤗#usopen #Federer https://t.co/DYc76qgecK,1
2853,rt when roger arrived practice yesterday coggsiauzcpj,RT @Scarlett_Li: When Roger arrived for practice yesterday...😊😶😄😃#usopen #Federer https://t.co/ggSIAuZcpj,1
2854,rt when roger arrived practice yesterday coggsiauzcpj,RT @Scarlett_Li: When Roger arrived for practice yesterday...😊😶😄😃#usopen #Federer https://t.co/ggSIAuZcpj,1
2855,rt roger smiled greeted fan heading practice court yesterday codycqgeck,RT @Scarlett_Li: Roger smiled &amp; greeted fans before heading in practice court yesterday. 😘🤗#usopen #Federer https://t.co/DYc76qgecK,1
2856,roger smiled greeted fan heading practice court yesterday codycqgeck,Roger smiled &amp; greeted fans before heading in practice court yesterday. 😘🤗#usopen #Federer https://t.co/DYc76qgecK,1
2857,rt federer nadal semi final preview today action coverage bst,RT @5liveSport: Federer v Nadal semi-final? @RussellcFuller &amp; @DavidLawTennis preview today's #USOpen action. Coverage from 1800 BST on 5 L…,1
2858,rt it getting better roger the maestro st setter rd round feliciano lopez,RT @WeAreTennis: It's getting better for Roger #Federer! The Maestro won his 1st 3-setter in the #USOpen 3rd round vs Feliciano Lopez 6-3 6…,0
2859,when roger arrived practice yesterday coggsiauzcpj,When Roger arrived for practice yesterday...😊😶😄😃#usopen #Federer https://t.co/ggSIAuZcpj,1
2860,still think federer querrey final going happen,I still think a Federer-Querrey final is going to happen. #USOpen,0
2861,open roger federer excited form beating feliciano lopez cobsiermb,US Open 2017: Roger Federer 'excited' by form after beating Feliciano Lopez #Federer #USOpen  https://t.co/bsI00Er0mb,1
2862,bbcsport rt livesport federer nadal semi final russellcfuller davidlawtennis preview today acti covfgsrtxbmt,BBCSport : RT 5liveSport: Federer v Nadal semi-final? RussellcFuller &amp; DavidLawTennis preview today's #USOpen acti…… https://t.co/vFgsRtxbmT,1
2863,rt federer nadal semi final preview today action coverage bst,RT @5liveSport: Federer v Nadal semi-final? @RussellcFuller &amp; @DavidLawTennis preview today's #USOpen action. Coverage from 1800 BST on 5 L…,1
2864,rt love much roger want spend time bjorn borg coapqkbmsjd,RT @SourceSyndicate: Love how much Roger wants to spend time with Bjorn Borg 👑👏🏻 at #lavercup #USOpen #Respect https://t.co/ap8qKbMsJd,0
2865,if federer found form draw open thought,"If Federer has found his form, the draw is not as open as we thought it was. @RobKoenigTennis #USopen",1
2866,rt roger federer turn far convincing performance beating feliciano lopez in,"RT @BenRothenberg: Roger Federer turns in by FAR his most convincing performance of this #USOpen, beating Feliciano Lopez 6-3, 6-3, 7-5. In…",1
2867,rt livesport federer nadal semi final russellcfuller davidlawtennis preview today action coverag coezzpxvz,RT 5liveSport: Federer v Nadal semi-final? RussellcFuller &amp; DavidLawTennis preview today's #USOpen action. Coverag… https://t.co/5ezz3p2xvZ,1
2868,bbcsport rt livesport federer nadal semi final russellcfuller davidlawtennis preview today acti conhsnsgmnhj,BBCSport : RT 5liveSport: Federer v Nadal semi-final? RussellcFuller &amp; DavidLawTennis preview today's #USOpen acti…… https://t.co/nHSNSGmNHJ,1
2869,bbcsport rt livesport federer nadal semi final russellcfuller davidlawtennis preview today actio coibdhfgaf,BBCSport: RT 5liveSport: Federer v Nadal semi-final? RussellcFuller &amp; DavidLawTennis preview today's #USOpen actio… https://t.co/7i0BdhFgaf,1
2870,rt livesport federer nadal semi final russellcfuller davidlawtennis preview today action coverag cobgagpniiz,RT 5liveSport: Federer v Nadal semi-final? RussellcFuller &amp; DavidLawTennis preview today's #USOpen action. Coverag… https://t.co/bgagpniI7Z,1
2871,rt federer nadal semi final preview today action coverage bst,RT @5liveSport: Federer v Nadal semi-final? @RussellcFuller &amp; @DavidLawTennis preview today's #USOpen action. Coverage from 1800 BST on 5 L…,1
2872,report nadal battle past mayer while federer cruise through,https://t.co/N1bmQD0s0L Report: Nadal Battles Past Mayer While Federer Cruises Through. #USOpen #USOpen17,1
2873,rt federer well really nice go set love change exactly needed,"RT @Ubitennis: Federer:""Well, it was really nice to go up 2 sets to love for a change, that was exactly what I needed""#USOpen",1
2874,federer first round opponent combined incredible,@ATPMediaInfo @BundarikaJ @rogerfederer @usopen Federer 43-0 against first 4 round opponents combined.. incredible.. #MasterClass #USOPEN,1
2875,rt here roger dude hitting serf cofvhjsmiz,RT @MRisingStar18: @rogerfederer Here is that Roger dude hitting serves 👀🔥 #usopen #Federer https://t.co/FvhjSm2IZ7,1
2876,federer first round opponent combined incredible,@usopen @BundarikaJ @rogerfederer Federer 43-0 against first 4 round opponents combined.. incredible.. ! #MasterClass #USOPEN,1
2877,rt he moving free bird tonight darren cahill espn roger federer,"RT @FedererBook: ""He's moving free as a bird tonight"" - Darren Cahill on ESPN on Roger Federer #USOpen",0
2878,rt here roger dude hitting serf cofvhjsmiz,RT @MRisingStar18: @rogerfederer Here is that Roger dude hitting serves 👀🔥 #usopen #Federer https://t.co/FvhjSm2IZ7,1
2879,rt here roger dude hitting serf cofvhjsmiz,RT @MRisingStar18: @rogerfederer Here is that Roger dude hitting serves 👀🔥 #usopen #Federer https://t.co/FvhjSm2IZ7,1
2880,here roger dude hitting serf cofvhjsmiz,@rogerfederer Here is that Roger dude hitting serves 👀🔥 #usopen #Federer https://t.co/FvhjSm2IZ7,1
2881,rt federer talk player watched play light growing name hingis williams sister,"RT @BenRothenberg: Federer talks about the players he watched play under the lights at #USOpen growing up. Names Hingis, Williams sisters.",1
2882,rt roger federers excited form,RT @BBCSport: Roger Federer's excited about his form 🙌,1
2883,rt it getting better roger the maestro st setter rd round feliciano lopez,RT @WeAreTennis: It's getting better for Roger #Federer! The Maestro won his 1st 3-setter in the #USOpen 3rd round vs Feliciano Lopez 6-3 6…,0
2884,nadal federer move fourth round open cozkkncohxsz cogmqpvbds,"Nadal, Federer move to fourth round at US Open https://t.co/zKkncOHXsz #USopen #USopen2017 #RogerFederer… https://t.co/G1mqPV3bds",1
2885,rt federer nadal semi final preview today action coverage bst,RT @5liveSport: Federer v Nadal semi-final? @RussellcFuller &amp; @DavidLawTennis preview today's #USOpen action. Coverage from 1800 BST on 5 L…,1
2886,rt federer nadal semi final preview today action coverage bst,RT @5liveSport: Federer v Nadal semi-final? @RussellcFuller &amp; @DavidLawTennis preview today's #USOpen action. Coverage from 1800 BST on 5 L…,1
2887,rt federer nadal semi final preview today action coverage bst,RT @5liveSport: Federer v Nadal semi-final? @RussellcFuller &amp; @DavidLawTennis preview today's #USOpen action. Coverage from 1800 BST on 5 L…,1
2888,roger looked back lopez but ever away cohysrfixcoj,@5liveSport @russellcfuller @DavidLawTennis Roger looked back against Lopez. But then has he ever been away?… https://t.co/HySRfixcoj,0
2889,rt federer nadal semi final preview today action coverage bst,RT @5liveSport: Federer v Nadal semi-final? @RussellcFuller &amp; @DavidLawTennis preview today's #USOpen action. Coverage from 1800 BST on 5 L…,1
2890,rt federer nadal semi final preview today action coverage bst,RT @5liveSport: Federer v Nadal semi-final? @RussellcFuller &amp; @DavidLawTennis preview today's #USOpen action. Coverage from 1800 BST on 5 L…,1
2891,rt federer nadal semi final preview today action coverage bst,RT @5liveSport: Federer v Nadal semi-final? @RussellcFuller &amp; @DavidLawTennis preview today's #USOpen action. Coverage from 1800 BST on 5 L…,1
2892,rt federer nadal semi final preview today action coverage bst,RT @5liveSport: Federer v Nadal semi-final? @RussellcFuller &amp; @DavidLawTennis preview today's #USOpen action. Coverage from 1800 BST on 5 L…,1
2893,federer nadal semi final preview today action coverage cochmxcfasy,Federer v Nadal semi-final? @RussellcFuller &amp; @DavidLawTennis preview today's #USOpen action. Coverage from 1800 BS… https://t.co/ChMXcfASY0,1
2894,when goat playing corkhllujlg,"When GOAT 🐐 is playing, @JessicaBiel &amp; @jtimberlake at #USOpen @rogerfederer #be20eve https://t.co/RkHLl9UJlG",0
2895,rt so roger finally played good match and perfect timing corfleec,RT @topgooner100: So Roger Finally played a Good match And won in 3!!! Perfect timing 🙌🙌🙌 #USOpen 😍😍😍 https://t.co/1r2f1L0EEc,1
2896,federer nadal thiem goffin reach fourth round link cofnhefms cohvfdjbblg,"Federer, Nadal, Thiem and Goffin Reach #USOpen Fourth Round. LINK: https://t.co/fNh7E8FMS7 https://t.co/H8VfdJBBlg",1
2897,so roger finally played good match and perfect timing corfleec,So Roger Finally played a Good match And won in 3!!! Perfect timing 🙌🙌🙌 #USOpen 😍😍😍 https://t.co/1r2f1L0EEc,1
2898,rt the nadal federer open semifinal happen,RT @TennisPodcast: The Nadal vs. Federer US Open semifinal will happen.,1
2899,rt roger federers excited form,RT @BBCSport: Roger Federer's excited about his form 🙌,1
2900,rt flawless victoryroger federer get back track th win feliciano lopez,RT @Tennis: Flawless victory—Roger Federer gets back on track at the #USOpen with his 13th win over Feliciano Lopez (now 13-0): https://t.c…,1
2901,rt roger federer turn far convincing performance beating feliciano lopez in,"RT @BenRothenberg: Roger Federer turns in by FAR his most convincing performance of this #USOpen, beating Feliciano Lopez 6-3, 6-3, 7-5. In…",1
2902,rocked saturday night go roger,@rogerfederer rocked Saturday night at the #usopen !!  Go Roger!,0
2903,rt flawless victoryroger federer get back track th win feliciano lopez,RT @Tennis: Flawless victory—Roger Federer gets back on track at the #USOpen with his 13th win over Feliciano Lopez (now 13-0): https://t.c…,1
2904,rt roger federer time crowd go wild coewzvypiho,RT @SourceSyndicate: Roger Federer time and the #usopen crowd goes wild 😜💥💯😻⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️ https://t.co/ewZ1vYPiho,0
2905,rt flawless victoryroger federer get back track th win feliciano lopez,RT @Tennis: Flawless victory—Roger Federer gets back on track at the #USOpen with his 13th win over Feliciano Lopez (now 13-0): https://t.c…,1
2906,rt flawless victoryroger federer get back track th win feliciano lopez,RT @Tennis: Flawless victory—Roger Federer gets back on track at the #USOpen with his 13th win over Feliciano Lopez (now 13-0): https://t.c…,1
2907,rt roger federer time crowd go wild coewzvypiho,RT @SourceSyndicate: Roger Federer time and the #usopen crowd goes wild 😜💥💯😻⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️ https://t.co/ewZ1vYPiho,0
2908,rt it getting better roger the maestro st setter rd round feliciano lopez,RT @WeAreTennis: It's getting better for Roger #Federer! The Maestro won his 1st 3-setter in the #USOpen 3rd round vs Feliciano Lopez 6-3 6…,0
2909,rt it getting better roger the maestro st setter rd round feliciano lopez,RT @WeAreTennis: It's getting better for Roger #Federer! The Maestro won his 1st 3-setter in the #USOpen 3rd round vs Feliciano Lopez 6-3 6…,0
2910,rt roger federer time crowd go wild coewzvypiho,RT @SourceSyndicate: Roger Federer time and the #usopen crowd goes wild 😜💥💯😻⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️ https://t.co/ewZ1vYPiho,0
2911,rt flawless victoryroger federer get back track th win feliciano lopez,RT @Tennis: Flawless victory—Roger Federer gets back on track at the #USOpen with his 13th win over Feliciano Lopez (now 13-0): https://t.c…,1
2912,rt flawless victoryroger federer get back track th win feliciano lopez,RT @Tennis: Flawless victory—Roger Federer gets back on track at the #USOpen with his 13th win over Feliciano Lopez (now 13-0): https://t.c…,1
2913,rt flawless victoryroger federer get back track th win feliciano lopez,RT @Tennis: Flawless victory—Roger Federer gets back on track at the #USOpen with his 13th win over Feliciano Lopez (now 13-0): https://t.c…,1
2914,rt flawless victoryroger federer get back track th win feliciano lopez,RT @Tennis: Flawless victory—Roger Federer gets back on track at the #USOpen with his 13th win over Feliciano Lopez (now 13-0): https://t.c…,1
2915,rt roger federers excited form,RT @BBCSport: Roger Federer's excited about his form 🙌,1
2916,rt roger federer turn far convincing performance beating feliciano lopez in,"RT @BenRothenberg: Roger Federer turns in by FAR his most convincing performance of this #USOpen, beating Feliciano Lopez 6-3, 6-3, 7-5. In…",1
2917,rt federer talk player watched play light growing name hingis williams sister,"RT @BenRothenberg: Federer talks about the players he watched play under the lights at #USOpen growing up. Names Hingis, Williams sisters.",1
2918,rt it getting better roger the maestro st setter rd round feliciano lopez,RT @WeAreTennis: It's getting better for Roger #Federer! The Maestro won his 1st 3-setter in the #USOpen 3rd round vs Feliciano Lopez 6-3 6…,0
2919,rt love much roger want spend time bjorn borg coapqkbmsjd,RT @SourceSyndicate: Love how much Roger wants to spend time with Bjorn Borg 👑👏🏻 at #lavercup #USOpen #Respect https://t.co/ap8qKbMsJd,0
2920,open former champion nadal federer del potro keep top draw track cotorspcrqt via,"US Open 2017: Former champions Nadal, Federer and Del Potro keep top of draw on track https://t.co/ToRS1pCrqT via @thesportreview #usopen",1
2921,rt flawless victoryroger federer get back track th win feliciano lopez,RT @Tennis: Flawless victory—Roger Federer gets back on track at the #USOpen with his 13th win over Feliciano Lopez (now 13-0): https://t.c…,1
2922,roger rafael nadal reach open fourth round,#SportNews - Roger #Federer and Rafael # Nadal reach #US Open fourth round. #Federed #Nadal #USOpen #tennis #sport,0
2923,rt love much roger want spend time bjorn borg coapqkbmsjd,RT @SourceSyndicate: Love how much Roger wants to spend time with Bjorn Borg 👑👏🏻 at #lavercup #USOpen #Respect https://t.co/ap8qKbMsJd,0
2924,love much roger want spend time bjorn borg coapqkbmsjd,Love how much Roger wants to spend time with Bjorn Borg 👑👏🏻 at #lavercup #USOpen #Respect https://t.co/ap8qKbMsJd,0
2925,rt flawless victoryroger federer get back track th win feliciano lopez,RT @Tennis: Flawless victory—Roger Federer gets back on track at the #USOpen with his 13th win over Feliciano Lopez (now 13-0): https://t.c…,1
2926,roger federer score first straight set win year defeating feliciano lopez,Roger Federer scores his first straight sets win at this year's #USOpen defeating Feliciano Lopez 6-3 6-3 7-5.,0
2927,rt roger federer turn far convincing performance beating feliciano lopez in,"RT @BenRothenberg: Roger Federer turns in by FAR his most convincing performance of this #USOpen, beating Feliciano Lopez 6-3, 6-3, 7-5. In…",1
2928,rt flawless victoryroger federer get back track th win feliciano lopez,RT @Tennis: Flawless victory—Roger Federer gets back on track at the #USOpen with his 13th win over Feliciano Lopez (now 13-0): https://t.c…,1
2929,rt roger federers excited form,RT @BBCSport: Roger Federer's excited about his form 🙌,1
2930,federer round couidkfosxlz,Federer in the round of 16. #USOpen https://t.co/uIdkfosxLZ,1
2931,rt it really nice go set change federer roger smile,"RT @Renestance: ""It was really nice to go up 2 sets to 0 for a change"" - FEDERER, Roger with a smile #usopen",1
2932,rt roger federer storm fourth round couezzzmelz,RT @republic: Roger Federer storms into fourth round of #USOpen https://t.co/ueZZZMELZ3,1
2933,rt federer youzhny lopez on monday hell try go kohlschreiber,"RT @SteveTignor: Federer now 17-0 vs. Youzhny, and 13-0 vs. Lopez. On Monday, he'll try to go 12-0 vs. Kohlschreiber. #USOpen",1
2934,rt he moving free bird tonight darren cahill espn roger federer,"RT @FedererBook: ""He's moving free as a bird tonight"" - Darren Cahill on ESPN on Roger Federer #USOpen",0
2935,rt it getting better roger the maestro st setter rd round feliciano lopez,RT @WeAreTennis: It's getting better for Roger #Federer! The Maestro won his 1st 3-setter in the #USOpen 3rd round vs Feliciano Lopez 6-3 6…,0
2936,nadal federer week two open,#USOpen ⚡️ “Nadal and Federer through to week two at the US Open”,1
2937,rt roger federer storm fourth round couezzzmelz,RT @republic: Roger Federer storms into fourth round of #USOpen https://t.co/ueZZZMELZ3,1
2938,rt roger federer storm fourth round couezzzmelz,RT @republic: Roger Federer storms into fourth round of #USOpen https://t.co/ueZZZMELZ3,1
2939,rt roger federer storm fourth round couezzzmelz,RT @republic: Roger Federer storms into fourth round of #USOpen https://t.co/ueZZZMELZ3,1
2940,roger federer storm fourth round couezzzmelz,Roger Federer storms into fourth round of #USOpen https://t.co/ueZZZMELZ3,1
2941,rt come roger,RT @waleedAbouzied: Come on Roger,0
2942,rt it really nice go set change federer roger smile,"RT @Renestance: ""It was really nice to go up 2 sets to 0 for a change"" - FEDERER, Roger with a smile #usopen",1
2943,really good see federer finding form he pure class cofqvgnsr,Really good to see Federer finding form at the #USOpen He is pure class! https://t.co/f70Qvg6NSr,0
2944,rt bravo roger good game proud coovybvtd,RT @dm_mauron: Bravo Roger 👍🏻👏🏻👏🏻 very good game 👍🏻💪🏻proud of you 😍🇨🇭 #federer #usopen https://t.co/OVYb90v0td,1
2945,rt roger federer time crowd go wild coewzvypiho,RT @SourceSyndicate: Roger Federer time and the #usopen crowd goes wild 😜💥💯😻⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️ https://t.co/ewZ1vYPiho,0
2946,rt time champion roger federer saw feliciano lopez set th round clash philipp,"RT @SuperSportBlitz: 5-Time Champion Roger Federer saw off Feliciano Lopez 6-3, 6-3, 7-5 to set up a #USOpen 4th round clash with Philipp K…",0
2947,rt time champion roger federer saw feliciano lopez set th round clash philipp,"RT @SuperSportBlitz: 5-Time Champion Roger Federer saw off Feliciano Lopez 6-3, 6-3, 7-5 to set up a #USOpen 4th round clash with Philipp K…",0
2948,and one first thing morning checked final score federer lopez match what become,And one of the first things I did this morning? Checked the final score of the Federer-Lopez match. What have I become 😂 #USOpen,1
2949,rt roger federer turn far convincing performance beating feliciano lopez in,"RT @BenRothenberg: Roger Federer turns in by FAR his most convincing performance of this #USOpen, beating Feliciano Lopez 6-3, 6-3, 7-5. In…",1
2950,roger play down pressure seed tumble out of the cordnemcdgln,Roger #Federer Plays Down Pressure As Seeds Tumble Out Of The #USOpen https://t.co/rdNeMCDglN,0
2951,rt it really nice go set change federer roger smile,"RT @Renestance: ""It was really nice to go up 2 sets to 0 for a change"" - FEDERER, Roger with a smile #usopen",1
2952,rt roger federer rafael nadal battled last yesterday cohdwwepfv couamysznia,RT @LMBookmaker: Roger Federer and Rafael Nadal battled into the #USOpen last 32 Yesterday. https://t.co/hdWWePF0v3 https://t.co/uA3MYSZnIa,1
2953,roger federer rolled th round beating st seed feliciano lopez,"Roger Federer rolled into the #USOpen 4th round beating 31st seed Feliciano Lopez 6-3, 6-3, 7-5.",1
2954,rt federer talk player watched play light growing name hingis williams sister,"RT @BenRothenberg: Federer talks about the players he watched play under the lights at #USOpen growing up. Names Hingis, Williams sisters.",1
2955,rt both roger federer rafael nadal third round action later today colzmkabyfed colskmkk,RT @BBCSport: Both Roger Federer and Rafael Nadal are in #USOpen third round action later today https://t.co/lZMKaBYfeD https://t.co/LSkMKk…,0
2956,rt day highlight federer nadal stay steady action cause infamy,"RT @thefield_in: #USOpen day 6 highlights: Federer and Nadal stay steady, #Fognini’s actions cause infamy",1
2957,rt roger ready practice jikim ig coicwyatsnl,RT @kah22jad: Roger ready to practice 💪 #federer #USOpen (jikim) IG https://t.co/2iCWYaTSNl,1
2958,day highlight federer nadal stay steady action cause infamy,"#USOpen day 6 highlights: Federer and Nadal stay steady, #Fognini’s actions cause infamy",1
2959,roger federer fire,Roger Federer is on fire!!!,0
2960,rafael roger steady course toward historic meeting cokuaerjgae,#USOPEN - Rafael #Nadal and Roger #Federer Steady the Course Toward a Historic Meeting https://t.co/8KUAERjgaE,1
2961,federer guy win grand slam one year decade,Federer is the only guy that can win 3 grand slams in one year after a decade.,0
2962,rt roger ready practice jikim ig coicwyatsnl,RT @kah22jad: Roger ready to practice 💪 #federer #USOpen (jikim) IG https://t.co/2iCWYaTSNl,1
2963,need rafael nadal roger federer hit stride keep semifinal date intact,"#USOpen needs Rafael Nadal and Roger Federer to hit stride, keep semifinal date intact",1
2964,rt it getting better roger the maestro st setter rd round feliciano lopez,RT @WeAreTennis: It's getting better for Roger #Federer! The Maestro won his 1st 3-setter in the #USOpen 3rd round vs Feliciano Lopez 6-3 6…,0
2965,took federer two match find rhythm now think hell champion,Took Federer two matches to find his rhythm. Now I think he'll be the champion #USOpen,1
2966,rt it really nice go set change federer roger smile,"RT @Renestance: ""It was really nice to go up 2 sets to 0 for a change"" - FEDERER, Roger with a smile #usopen",1
2967,rt federer talk player watched play light growing name hingis williams sister,"RT @BenRothenberg: Federer talks about the players he watched play under the lights at #USOpen growing up. Names Hingis, Williams sisters.",1
2968,rt federer talk player watched play light growing name hingis williams sister,"RT @BenRothenberg: Federer talks about the players he watched play under the lights at #USOpen growing up. Names Hingis, Williams sisters.",1
2969,finger crossed roger rafa final cojmxzzlgs,Fingers crossed for a Roger-Rafa final. #USOpen https://t.co/JM4x2zZlgS,1
2970,rt he moving free bird tonight darren cahill espn roger federer,"RT @FedererBook: ""He's moving free as a bird tonight"" - Darren Cahill on ESPN on Roger Federer #USOpen",0
2971,rt it getting better roger the maestro st setter rd round feliciano lopez,RT @WeAreTennis: It's getting better for Roger #Federer! The Maestro won his 1st 3-setter in the #USOpen 3rd round vs Feliciano Lopez 6-3 6…,0
2972,rt he moving free bird tonight darren cahill espn roger federer,"RT @FedererBook: ""He's moving free as a bird tonight"" - Darren Cahill on ESPN on Roger Federer #USOpen",0
2973,rt currently room federer and lin manuel better person breathing air,RT @rebleighclem: Currently in the same room as Federer AND Lin-Manuel &amp; I am a better person just for breathing this air #GOATs #usopen,0
2974,roger federer look back best straight set win coiirlklvap,Roger Federer looks back at best in straight-sets win at #USOpen. https://t.co/iiRl3klVAp,1
2975,rt currently room federer and lin manuel better person breathing air,RT @rebleighclem: Currently in the same room as Federer AND Lin-Manuel &amp; I am a better person just for breathing this air #GOATs #usopen,0
2976,rt federer talk player watched play light growing name hingis williams sister,"RT @BenRothenberg: Federer talks about the players he watched play under the lights at #USOpen growing up. Names Hingis, Williams sisters.",1
2977,rt roger federer time crowd go wild coewzvypiho,RT @SourceSyndicate: Roger Federer time and the #usopen crowd goes wild 😜💥💯😻⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️ https://t.co/ewZ1vYPiho,0
2978,federer nadal made last win last night outright betting cocbnfpoagc,Federer and Nadal both made it to the Last 16 with wins last night. #USOpen outright betting:… https://t.co/Cb2nFPoaGC,1
2979,nothing beat late sunday breakfast youve fought night see goat win he def back business,Nothing beats late Sunday breakfast after you've fought through the night to see the GOAT win. #Federer #USOpen He's def. back in business,0
2980,rt roger federer time crowd go wild coewzvypiho,RT @SourceSyndicate: Roger Federer time and the #usopen crowd goes wild 😜💥💯😻⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️ https://t.co/ewZ1vYPiho,0
2981,rt federer youzhny lopez on monday hell try go kohlschreiber,"RT @SteveTignor: Federer now 17-0 vs. Youzhny, and 13-0 vs. Lopez. On Monday, he'll try to go 12-0 vs. Kohlschreiber. #USOpen",1
2982,rt perfect start sunday straight set win thats federer know now he warmed,RT @SaiyamiKher: Perfect start to my Sunday. Straight sets win 🙏🏽 that's the Federer we know. Now he's warmed up!,0
2983,rt roger federer turn far convincing performance beating feliciano lopez in,"RT @BenRothenberg: Roger Federer turns in by FAR his most convincing performance of this #USOpen, beating Feliciano Lopez 6-3, 6-3, 7-5. In…",1
2984,rt federer well really nice go set love change exactly needed,"RT @Ubitennis: Federer:""Well, it was really nice to go up 2 sets to love for a change, that was exactly what I needed""#USOpen",1
2985,rt is federer great tennis player hack simpson paradox coesjeswniyz,RT @datassist: Is Federer a great tennis player or a hack? Simpson's Paradox. #USOpen #Federer https://t.co/EsJEsWNIYZ,1
2986,rt it really nice go set change federer roger smile,"RT @Renestance: ""It was really nice to go up 2 sets to 0 for a change"" - FEDERER, Roger with a smile #usopen",1
2987,rt federer talk player watched play light growing name hingis williams sister,"RT @BenRothenberg: Federer talks about the players he watched play under the lights at #USOpen growing up. Names Hingis, Williams sisters.",1
2988,hey guy didnt roger win wimbledon year wa dream,Hey guys didn't Roger win Wimbledon this year? Was it a dream?  #USOpen,1
2989,rt roger federers excited form,RT @BBCSport: Roger Federer's excited about his form 🙌,1
2990,roger federer secured place fourth round overnight,Roger Federer secured his place in the fourth round of the #USOpen overnight.,1
2991,no seed time champion roger beat feliciano lopez,"No. 3 seed and 5-time #USOpen champion Roger #Federer beat Feliciano Lopez 63, 63, 75.",1
2992,rt federer,RT @TennisTipsGuy: 🇨🇭FEDERER 30/1!🇨🇭,1
2993,rt world roger federer save break point win straight set feliciano lopez,RT @TennisweekDE: 3 R #USOPen World no. 3 Roger Federer saves 5 of 6 break points &amp; wins in straight sets against Feliciano Lopez! https://…,0
2994,rt roger set yes now time sleep night cotvfntcmdv,"RT @jo_jo_82: Roger, in 3 sets! Yes! Now time for sleep! Night all!! #USOpen https://t.co/tv4FntCmDv",0
2995,rt it getting better roger the maestro st setter rd round feliciano lopez,RT @WeAreTennis: It's getting better for Roger #Federer! The Maestro won his 1st 3-setter in the #USOpen 3rd round vs Feliciano Lopez 6-3 6…,0
2996,rt federer well really nice go set love change exactly needed,"RT @Ubitennis: Federer:""Well, it was really nice to go up 2 sets to love for a change, that was exactly what I needed""#USOpen",1
2997,rt it getting better roger the maestro st setter rd round feliciano lopez,RT @WeAreTennis: It's getting better for Roger #Federer! The Maestro won his 1st 3-setter in the #USOpen 3rd round vs Feliciano Lopez 6-3 6…,0
2998,rt what back injury roger federer sends warning open rival straight set win,RT @Metro_Sport: What back injury? Roger Federer sends warning to US Open rivals after straight-sets win,0
2999,rt it getting better roger the maestro st setter rd round feliciano lopez,RT @WeAreTennis: It's getting better for Roger #Federer! The Maestro won his 1st 3-setter in the #USOpen 3rd round vs Feliciano Lopez 6-3 6…,0
3000,icymi roger federer secured place fourth round overnight,iCYMI: Roger Federer secured his place in the fourth round of the #USOpen overnight.,1
3001,federer humiliates youzhny open cojnfyvvfc via,Federer Humiliates Youzhny - US Open 2017 https://t.co/0jNF0YvVFc via @YouTube,1
3002,dont know seems federer somehow enjoying,I don't know but it seems federer is somehow enjoying the #USOpen,0
3003,so happy rafa federer though,So happy Rafa and federer are though 😁😁😁 #usopen,1
3004,rt roger federers excited form,RT @BBCSport: Roger Federer's excited about his form 🙌,1
3005,glad roger set time colzihfcn,👍👍👍👍👍 so glad Roger won in 3 sets this time #USOpen https://t.co/0lz8ih3FcN,1
3006,rt roger federers excited form,RT @BBCSport: Roger Federer's excited about his form 🙌,1
3007,rt it getting better roger the maestro st setter rd round feliciano lopez,RT @WeAreTennis: It's getting better for Roger #Federer! The Maestro won his 1st 3-setter in the #USOpen 3rd round vs Feliciano Lopez 6-3 6…,0
3008,rt now on tsn federer lopez third round match cozrsrzlowdu,RT @TSNTennis: NOW ON TSN2:🇨🇭(3)Federer &amp; 🇪🇸(31) Lopez third round match. #USOpen https://t.co/zRSRZlOwdU,0
3009,rt roger federer turn far convincing performance beating feliciano lopez in,"RT @BenRothenberg: Roger Federer turns in by FAR his most convincing performance of this #USOpen, beating Feliciano Lopez 6-3, 6-3, 7-5. In…",1
